"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Order"	"Dataset"	"Comparison"	"Author"
"DAP1_2733"	0.626840702209883	0.265060570368046	-1.11672193325697	-5.43721978586783	-0.0814874608150475	"MPP1"	"membrane protein, palmitoylated 1, 55kDa"	2598	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4022"	0.629154113572572	0.266219677274349	-1.11401131706681	-5.44006704633574	-0.0679184952978069	"IGFBP4"	"insulin-like growth factor binding protein 4"	2599	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1671"	0.629154113572572	0.26624360274881	-1.11395545254632	-5.4401256549293	-0.108487460815041	"CCL25"	"chemokine (C-C motif) ligand 25"	2600	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3498"	0.629208286318535	0.266368937616294	1.11366286003325	-5.44043257206112	0.084145245559041	"TAZ"	"tafazzin (cardiomyopathy, dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome)"	2601	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3923"	0.630049445062121	0.266827580737572	-1.1125929751982	-5.44155415577896	-0.0684446185997949	"ADRM1"	"adhesion regulating molecule 1"	2602	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2951"	0.630217405265529	0.267001286768583	-1.11218810016405	-5.44197831657445	-0.0958286311389838	"GSK3A"	"glycogen synthase kinase 3 alpha"	2603	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0884"	0.630243766770677	0.267208206352115	1.1117060483988	-5.44248313085164	0.0840757575757536	"GPSM2"	"G-protein signalling modulator 2 (AGS3-like, C. elegans)"	2604	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3877"	0.630243766770677	0.267217612701435	1.11168414095951	-5.44250606761037	0.131646812957156	"IKBKE"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	2605	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3805"	0.630263807447098	0.267376924442618	1.11131318398032	-5.44289438598127	0.12877324973876	"POU2F2"	"POU domain, class 2, transcription factor 2"	2606	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2259"	0.630263807447098	0.267431273765394	1.11118666667234	-5.44302679514019	0.127822884012541	"FOXF2"	"forkhead box F2"	2607	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1608"	0.630308603347272	0.26755287069168	-1.11090367107732	-5.44332291563452	-0.142160397074187	"SLIT3"	"slit homolog 3 (Drosophila)"	2608	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1559"	0.63058397118112	0.267857538229971	1.11019500073067	-5.44406412512623	0.0933469174503632	"CD8B"	"CD8b molecule"	2609	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3933"	0.63058397118112	0.267953862907219	1.10997106109277	-5.44429824968059	0.109710553813994	"MAP2K6"	"mitogen-activated protein kinase kinase 6"	2610	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0623"	0.63058397118112	0.267977660929997	1.10991574302158	-5.44435607644485	0.0657324973876783	"NFATC3"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"	2611	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1333"	0.631094231750685	0.268342706749046	-1.10906762556306	-5.4452422988052	-0.0723066875653124	"ACO2"	"aconitase 2, mitochondrial"	2612	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2632"	0.631094231750685	0.268399939382249	1.10893472823481	-5.44538110621959	0.060849007314534	"GTF2A1"	"general transcription factor IIA, 1, 19/37kDa"	2613	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2882"	0.631164611972229	0.268587415281955	1.10849953584661	-5.44583553672183	0.0584963427377208	"DNAH3"	"dynein, axonemal, heavy chain 3"	2614	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3995"	0.631164611972229	0.268635328826071	1.10838834661744	-5.44595161283508	0.0612612330198576	"FDX1"	"ferredoxin 1"	2615	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3393"	0.631174313400767	0.268966496721913	1.10762020515101	-5.44675319976108	0.112672413793113	"NT5E"	"5'-nucleotidase, ecto (CD73)"	2616	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1828"	0.631174313400767	0.268986583737948	1.10757363447059	-5.44680178046012	0.0692539184952992	"TRIM31"	"tripartite motif-containing 31"	2617	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5061"	0.631174313400767	0.269213593602343	1.1070474908995	-5.44735049209987	0.0847262277951959	"MLLT11"	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11"	2618	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5067"	0.631174313400767	0.269312759665864	-1.10681774856132	-5.44759000782783	-0.0920590386624873	"ACOT7"	"acyl-CoA thioesterase 7"	2619	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1309"	0.631174313400767	0.269464012995942	-1.10646744575835	-5.44795511792821	-0.0450987460814964	"SNRPA"	"small nuclear ribonucleoprotein polypeptide A"	2620	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2728"	0.631174313400767	0.26948627968096	-1.10641588755804	-5.44800884582525	-0.103670846394978	"OCRL"	"oculocerebrorenal syndrome of Lowe"	2621	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3346"	0.631174313400767	0.269534431344693	1.10630440309644	-5.4481250133473	0.0879263322884114	"DKK3"	"dickkopf homolog 3 (Xenopus laevis)"	2622	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5052"	0.631174313400767	0.26960296818284	1.10614574499119	-5.4482903161079	0.114349007314527	"BIK"	"BCL2-interacting killer (apoptosis-inducing)"	2623	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4944"	0.631174313400767	0.269766317047948	1.10576771564355	-5.44868408278145	0.0838108672936304	"TNFAIP8"	"tumor necrosis factor, alpha-induced protein 8"	2624	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2430"	0.631174313400767	0.269905935456886	-1.10544472950376	-5.44902040914925	-0.10226907001045	"INA"	"internexin neuronal intermediate filament protein, alpha"	2625	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2776"	0.631174313400767	0.270075101561411	1.10505354354885	-5.44942762180817	0.173896029258099	"PENK"	"proenkephalin"	2626	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3972"	0.631174313400767	0.270164305043026	-1.10484733414555	-5.44964222202854	-0.108039707419021	"FAM13A1"	"family with sequence similarity 13, member A1"	2627	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3722"	0.631174313400767	0.270225857753153	1.10470507169019	-5.4497902501175	0.0316933124346797	"ACTB"	"actin, beta"	2628	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1110"	0.631174313400767	0.270228493024208	1.104698981472	-5.44979658673933	0.0709477533960285	"GUCY2C"	"guanylate cyclase 2C (heat stable enterotoxin receptor)"	2629	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0678"	0.631174313400767	0.270310996869545	1.10450833244436	-5.44999493171737	0.106627481713685	"HSPB1"	"heat shock 27kDa protein 1"	2630	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3207"	0.631174313400767	0.270361417269794	-1.10439184125377	-5.45011610862447	-0.077349007314524	"TNFRSF11B"	"tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)"	2631	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1678"	0.631174313400767	0.270456077682518	1.10417317846764	-5.45034353265654	0.07443469174504	"ANXA1"	"annexin A1"	2632	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5160"	0.631174313400767	0.270488601429723	1.10409806173765	-5.45042164881947	0.101095611285269	"MATN3"	"matrilin 3"	2633	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0692"	0.631724189114252	0.270827069356598	-1.10331670661104	-5.45123389139422	-0.0747889237199626	"PLK1"	"polo-like kinase 1 (Drosophila)"	2634	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0991"	0.63209723651654	0.271144669633987	1.10258413618559	-5.45199490322392	0.0655731452455495	"SEMA3A"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	2635	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0815"	0.63209723651654	0.271205331355249	-1.10244428231442	-5.45214012985987	-0.0907549634273845	"ATP2A3"	"ATPase, Ca++ transporting, ubiquitous"	2636	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0747"	0.63209723651654	0.271295640086933	1.10223611801111	-5.45235625740113	0.0697006269592464	"MAGEB2"	"melanoma antigen family B, 2"	2637	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2820"	0.632691048568239	0.271683901333033	1.10134170749448	-5.45328442300035	0.0215830721003218	"C11orf58"	"chromosome 11 open reading frame 58"	2638	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4002"	0.632691048568239	0.271970321465304	1.10068246515331	-5.45396806717587	0.0697011494252848	"CYP2F1"	"cytochrome P450, family 2, subfamily F, polypeptide 1"	2639	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0648"	0.632691048568239	0.271975696548737	1.100670098097	-5.45398088812215	0.0802554858934172	"PTPN13"	"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)"	2640	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1339"	0.632691048568239	0.272119087217198	-1.10034024520895	-5.45432279443609	-0.0661588296760716	"SHROOM2"	"shroom family member 2"	2641	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2871"	0.632691048568239	0.272161316750639	-1.10024312407684	-5.45442344519842	-0.0808469174503621	"IL13RA1"	"interleukin 13 receptor, alpha 1"	2642	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1983"	0.632691048568239	0.272168366107724	1.10022691269982	-5.45444024488085	0.081266980146296	"SUCLG1"	"succinate-CoA ligase, GDP-forming, alpha subunit"	2643	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0969"	0.633225059105195	0.272501148482119	1.0994619429771	-5.4552326962071	0.0631071055381405	"COX10"	"COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)"	2644	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4260"	0.634294573772531	0.273064639913468	1.0981681042937	-5.45657177295503	0.121780041797287	"IRF4"	"interferon regulatory factor 4"	2645	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5044"	0.634383917301347	0.273206355009662	1.09784299972497	-5.45690799890692	0.115510971786842	"KRT4"	"keratin 4"	2646	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0234"	0.63445743904972	0.273341282741636	1.09753357357203	-5.45722791846884	0.113337513061648	"TMEM4"	"transmembrane protein 4"	2647	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2926"	0.634734042169932	0.273574497477303	1.09699899592967	-5.45778041438454	0.084182340647855	"GSTO1"	"glutathione S-transferase omega 1"	2648	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4874"	0.634734042169932	0.273667069939477	1.09678688704259	-5.45799955893558	0.0539326018808897	"ICK"	"intestinal cell (MAK-like) kinase"	2649	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1178"	0.635398104764942	0.274140998537146	1.09570175824897	-5.45912002449697	0.0816969696969583	"SHBG"	"sex hormone-binding globulin"	2650	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2296"	0.635398104764942	0.274173433180837	-1.09562754152194	-5.45919661790073	-0.0540151515151468	"CSNK2A2"	"casein kinase 2, alpha prime polypeptide"	2651	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5572"	0.635398104764942	0.274263635064555	1.09542117389596	-5.45940956710649	0.129468652037611	"BBC3"	"BCL2 binding component 3"	2652	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4075"	0.635774942176089	0.274529772394721	-1.09481256534052	-5.46003735420029	-0.0969043887147336	"PFKFB2"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"	2653	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0756"	0.636023610759097	0.274740667798607	1.09433057284982	-5.46053428993283	0.100506269592481	"DRD4"	"dopamine receptor D4"	2654	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2409"	0.636045207527391	0.274853519854366	-1.09407275858403	-5.46080000820239	-0.0729775339602803	"COPS3"	"COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)"	2655	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3092"	0.636296828376502	0.275065816433592	-1.09358795684368	-5.46129950482341	-0.140380355276912	"CLC"	"Charcot-Leyden crystal protein"	2656	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1772"	0.636361239674119	0.275197235321311	-1.09328797655388	-5.46160846796256	-0.0739414838035533	"PPARG"	"peroxisome proliferator-activated receptor gamma"	2657	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1041"	0.636565501236453	0.275389176804442	-1.0928500223333	-5.46205938578012	-0.125983803552776	"SCN1B"	"sodium channel, voltage-gated, type I, beta"	2658	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0915"	0.636692044439841	0.275547549831631	-1.09248881915188	-5.46243114596066	-0.114475444096128	"RSAD2"	"radical S-adenosyl methionine domain containing 2"	2659	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5741"	0.637907477126731	0.276441007626963	-1.09045376245729	-5.46452340557171	-0.0894101358411703	"ATP6V1B1"	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1 (Renal tubular acidosis with deafness)"	2660	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1946"	0.637907477126731	0.276573966278441	1.09015130399552	-5.46483403573491	0.0572236154649932	"HOXA9"	"homeobox A9"	2661	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2017"	0.637907477126731	0.276695564663417	-1.08987477544661	-5.46511796068153	-0.0594864158829687	"RNASE6"	"ribonuclease, RNase A family, k6"	2662	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0042"	0.637907477126731	0.276938816478934	-1.08932184297332	-5.46568546851767	-0.109947753396034	"MPPED1"	"metallophosphoesterase domain containing 1"	2663	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1682"	0.637907477126731	0.276951658487476	1.08929266122278	-5.46571541157255	0.113770637408566	"CCR2"	"chemokine (C-C motif) receptor 2"	2664	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5799"	0.637907477126731	0.276967126201496	1.08925751413761	-5.46575147453241	0.104401776384544	"TFF1"	"trefoil factor 1"	2665	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0946"	0.637907477126731	0.27699747359309	-1.0891885600618	-5.46582222208608	-0.107188087774295	"COL15A1"	"collagen, type XV, alpha 1"	2666	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0315"	0.637907477126731	0.277188671331183	-1.08875424750979	-5.46626772895992	-0.0520700104493184	"ARHGAP5"	"Rho GTPase activating protein 5"	2667	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4307"	0.637907477126731	0.277194268014605	1.08874153753331	-5.46628076388121	0.058213166144208	"SCEL"	"sciellin"	2668	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5686"	0.637907477126731	0.27720285606226	-1.08872203455938	-5.46630076517732	-0.102881922675028	"COL4A2"	"collagen, type IV, alpha 2"	2669	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2906"	0.637907477126731	0.277347902734171	1.08839270421111	-5.46663845664344	0.12623510971787	"CSPG4"	"chondroitin sulfate proteoglycan 4"	2670	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4207"	0.637907477126731	0.277534119584472	1.08797006930809	-5.46707167313991	0.0976969696969689	"TANK"	"TRAF family member-associated NFKB activator"	2671	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1886"	0.637907477126731	0.277827348390045	1.08730495511758	-5.4677531021783	0.119067920585158	"PRIM1"	"primase, polypeptide 1, 49kDa"	2672	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_6099"	0.637907477126731	0.277837093944922	-1.08728285808371	-5.46777573414984	-0.0582419017763822	"CPSF1"	"cleavage and polyadenylation specific factor 1, 160kDa"	2673	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1326"	0.637907477126731	0.277947986745343	-1.08703145752833	-5.46803318865503	-0.0812789968652083	"TMEFF1"	"transmembrane protein with EGF-like and two follistatin-like domains 1"	2674	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5879"	0.637907477126731	0.278002124572248	1.0869087488021	-5.46815883088554	0.0417439916405495	"DBI"	"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)"	2675	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3970"	0.637907477126731	0.278083543235348	1.08672423615782	-5.46834772806944	0.134084117032399	"NTN2L"	"netrin 2-like (chicken)"	2676	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0697"	0.637907477126731	0.278175322352447	-1.08651628876079	-5.46856057878149	-0.0946980146290475	"ETS2"	"v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)"	2677	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5330"	0.637907477126731	0.278190790785274	-1.08648124597425	-5.46859644388744	-0.0426682340647897	"HIST2H2AA3"	"histone cluster 2, H2aa3"	2678	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4974"	0.637907477126731	0.278213899511237	-1.08642889705557	-5.46865001909802	-0.132297283176587	"GOT1"	"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)"	2679	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1826"	0.637907477126731	0.27827353059505	-1.08629382664207	-5.46878824176528	-0.0570031347962328	"RABEP1"	"rabaptin, RAB GTPase binding effector protein 1"	2680	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5653"	0.637907477126731	0.278357738635541	1.08610312067079	-5.46898336940025	0.0649670846394912	"PCM1"	"pericentriolar material 1"	2681	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0230"	0.638228945182172	0.278601893062921	-1.08555040710084	-5.46954870622468	-0.0650083594566304	"ATP5C1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	2682	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2019"	0.638645704461938	0.278887764497295	1.08490367602572	-5.47020984563479	0.128068443051204	"ELA2"	"elastase 2, neutrophil"	2683	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5357"	0.639445899024242	0.279390230092337	-1.08376803857355	-5.47136983861377	-0.158987460815043	"CRIP1"	"cysteine-rich protein 1 (intestinal)"	2684	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4217"	0.639445899024242	0.27949247517111	1.08353712241465	-5.47160555980293	0.105914838035526	"NPPB"	"natriuretic peptide precursor B"	2685	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1938"	0.639445899024242	0.279549427861184	1.0834085222237	-5.47173681439126	0.118176593521413	"SULT2A1"	"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1"	2686	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3860"	0.640082128836861	0.279969532457714	-1.08246047119877	-5.47270395728177	-0.0896462904911157	"GPNMB"	"glycoprotein (transmembrane) nmb"	2687	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4186"	0.640082128836861	0.28011201677228	1.08213914724247	-5.47303156162601	0.106378787878787	"ADM"	"adrenomedullin"	2688	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5581"	0.640082128836861	0.280140111400117	-1.08207580273114	-5.47309613285087	-0.0790167189132749	"APC2"	"adenomatosis polyposis coli 2"	2689	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3463"	0.64098352297926	0.280681268510567	1.08085651009424	-5.47433830779196	0.079033960292584	"SOX11"	"SRY (sex determining region Y)-box 11"	2690	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0732"	0.64098352297926	0.280754361706118	-1.08069194533022	-5.47450585458879	-0.0778756530825433	"SCNN1B"	"sodium channel, nonvoltage-gated 1, beta (Liddle syndrome)"	2691	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2057"	0.64098352297926	0.280847598284533	1.08048207143974	-5.47471949485342	0.0760971786833871	"RAB33A"	"RAB33A, member RAS oncogene family"	2692	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0976"	0.641398784987694	0.281187165363891	-1.07971811368616	-5.47549681513383	-0.0786739811912192	"NDUFS1"	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"	2693	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4224"	0.641398784987694	0.281238334433081	-1.07960304814665	-5.47561384607839	-0.104916927899691	"PDE1C"	"phosphodiesterase 1C, calmodulin-dependent 70kDa"	2694	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1333"	0.642028700561173	0.28161903450722	1.07874740372095	-5.47648371771908	0.126392371995824	"SLC39A7"	"solute carrier family 39 (zinc transporter), member 7"	2695	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2794"	0.643247809312096	0.28225847882575	-1.07731199096836	-5.47794146217606	-0.0960459770114941	"OSBPL8"	"oxysterol binding protein-like 8"	2696	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3975"	0.643509057931784	0.282477853066735	1.07682005453734	-5.47844060926519	0.103934691745035	"CD2"	"CD2 molecule"	2697	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5985"	0.643541357684031	0.282616989539824	1.07650818246213	-5.47875693560773	0.128404388714731	"LAMC2"	"laminin, gamma 2"	2698	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0427"	0.643541357684031	0.282788892555239	-1.07612300918701	-5.47914748469084	-0.0672878787878819	"PRKAR2B"	"protein kinase, cAMP-dependent, regulatory, type II, beta"	2699	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5345"	0.643541357684031	0.28280626070099	-1.0760841022487	-5.47918692694278	-0.075574712643677	"TFE3"	"transcription factor binding to IGHM enhancer 3"	2700	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2363"	0.644430782930766	0.283314886601491	1.07494543421288	-5.48034063555715	0.117168234064792	"TFAP2B"	"transcription factor AP-2 beta (activating enhancer binding protein 2 beta)"	2701	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2863"	0.644430782930766	0.283492823701603	1.07454741264294	-5.48074362894031	0.0946018808777573	"ST6GALNAC4"	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"	2702	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1707"	0.644430782930766	0.283589512541838	-1.07433120392487	-5.48096247637276	-0.101231974921635	"RAE1"	"RAE1 RNA export 1 homolog (S. pombe)"	2703	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0631"	0.644430782930766	0.283648911724719	-1.07419840457626	-5.48109687482385	-0.0700935214211	"TITF1"	"thyroid transcription factor 1"	2704	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4077"	0.644430782930766	0.283766120939477	1.07393641428683	-5.48136197156591	0.128665621734582	"GZMB"	"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)"	2705	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2225"	0.644430782930766	0.283857251488994	1.07373276687417	-5.48156798936885	0.0686039707419006	"MAP3K14"	"mitogen-activated protein kinase kinase kinase 14"	2706	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2989"	0.644430782930766	0.28393133616432	1.07356724428914	-5.48173541004705	0.0581828631139061	"NFYC"	"nuclear transcription factor Y, gamma"	2707	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0482"	0.644552566198655	0.284158970350907	1.0730588398277	-5.48224948451495	0.13604284221525	"LCK"	"lymphocyte-specific protein tyrosine kinase"	2708	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4993"	0.644552566198655	0.284194808240911	1.07297882375154	-5.48233037098641	0.0749341692789933	"NDUFA2"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"	2709	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1623"	0.644829798853034	0.284421997866491	-1.07247173192908	-5.48284283979291	-0.0870548589341791	"ATXN1"	"ataxin 1"	2710	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2308"	0.644849754739466	0.284535756038199	-1.07221792492821	-5.48309924786421	-0.0348432601880866	"NUP98"	"nucleoporin 98kDa"	2711	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3840"	0.64563536095699	0.284987483547421	-1.07121075177058	-5.48411614963025	-0.0431698014629145	"SPTBN1"	"spectrin, beta, non-erythrocytic 1"	2712	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1248"	0.645703665408684	0.285187605271412	1.07076490668284	-5.48456599872993	0.117450888192275	"TRH"	"thyrotropin-releasing hormone"	2713	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1309"	0.645703665408684	0.285227823554552	-1.07067533126563	-5.48465635620026	-0.0819958202716862	"ARVCF"	"armadillo repeat gene deletes in velocardiofacial syndrome"	2714	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2927"	0.64575754186847	0.28535672626512	1.07038829296476	-5.48494585004936	0.0891327063740839	"SYNGR4"	"synaptogyrin 4"	2715	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4009"	0.645772591135711	0.285540182293058	1.06997992822078	-5.48535757563379	0.134830721003144	"BDKRB1"	"bradykinin receptor B1"	2716	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1549"	0.645772591135711	0.285573588886023	1.06990558586228	-5.48543251306965	0.125590909090906	"KRT23"	"keratin 23 (histone deacetylase inducible)"	2717	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3706"	0.646387417494264	0.286051476180748	1.06884275139778	-5.48650329056369	0.175379832810876	"MN1"	"meningioma (disrupted in balanced translocation) 1"	2718	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
